seqnames,start,end,width,strand,feature,start_position,end_position,feature_strand,insideFeature,distancetoFeature,shortestDistance,fromOverlappingOrNearest,symbol,refseq,ensembl
chr4,184481382,184481818,437,*,53842,184476214,184478921,-,upstream,-2461,2461,Overlapping,CLDN22,NM_001111319;NP_001104789,ENSG00000177300
chr4,184481382,184481818,437,*,80014,184257457,184478923,+,downstream,223925,2459,Overlapping,WWC2,NM_024949;NP_079225;XM_011532269;XM_024454225;XP_011530571;XP_024309993,ENSG00000151718
chr4,184580196,184580784,589,*,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
chr4,184777393,184778056,664,*,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
chr4,185904579,185905440,862,*,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
chr4,186056758,186057480,723,*,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
chr4,186668752,186669475,724,*,27295,186659845,186693706,-,inside,24954,8907,Overlapping,PDLIM3,NM_001114107;NM_001257962;NM_001257963;NM_014476;NP_001107579;NP_001244891;NP_001244892;NP_055291;NR_047562;XR_001741206;XR_938723;XR_938724,ENSG00000154553
chr4,186671753,186672585,833,*,27295,186659845,186693706,-,inside,21953,11908,Overlapping,PDLIM3,NM_001114107;NM_001257962;NM_001257963;NM_014476;NP_001107579;NP_001244891;NP_001244892;NP_055291;NR_047562;XR_001741206;XR_938723;XR_938724,ENSG00000154553
chr4,186795157,186796316,1160,*,8470,186743592,187114516,-,inside,319359,51565,Overlapping,SORBS2,NM_001145670;NM_001145671;NM_001145672;NM_001145673;NM_001145674;NM_001145675;NM_001270771;NM_003603;NM_021069;NP_001139142;NP_001139143;NP_001139144;NP_001139145;NP_001139146;NP_001139147;NP_001257700;NP_003594;NP_066547;XM_005263307;XM_005263308;XM_005263310;XM_005263311;XM_005263312;XM_005263313;XM_006714388;XM_006714390;XM_017008738;XM_017008739;XM_017008740;XM_017008741;XM_017008743;XM_017008744;XM_017008748;XM_017008750;XM_017008751;XM_017008752;XM_017008753;XM_017008754;XM_017008755;XM_017008756;XM_017008757;XM_017008758;XM_017008759;XM_017008760;XM_017008761;XM_017008762;XM_017008763;XM_017008764;XM_017008765;XM_017008766;XM_017008767;XM_017008768;XM_017008769;XM_017008770;XM_017008771;XM_017008772;XM_017008773;XM_017008774;XM_017008775;XM_024454257;XM_024454258;XM_024454259;XM_024454260;XP_005263364;XP_005263365;XP_005263367;XP_005263368;XP_005263369;XP_005263370;XP_006714451;XP_006714453;XP_016864227;XP_016864228;XP_016864229;XP_016864230;XP_016864232;XP_016864233;XP_016864237;XP_016864239;XP_016864240;XP_016864241;XP_016864242;XP_016864243;XP_016864244;XP_016864245;XP_016864246;XP_016864247;XP_016864248;XP_016864249;XP_016864250;XP_016864251;XP_016864252;XP_016864253;XP_016864254;XP_016864255;XP_016864256;XP_016864257;XP_016864258;XP_016864259;XP_016864260;XP_016864261;XP_016864262;XP_016864263;XP_016864264;XP_024310025;XP_024310026;XP_024310027;XP_024310028;XR_002959769,ENSG00000154556
chr4,187920424,187921624,1201,*,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
chr4,187945511,187946389,879,*,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
chr4,188512768,188513431,664,*,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
chr4,190765120,190765630,511,*,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
chr4,191028518,191028997,480,*,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
chr5,109768,110496,729,*,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
chr5,135149,135891,743,*,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
chr5,482794,483420,627,*,57491,357292,491405,+,inside,125502,7985,Overlapping,AHRR,NM_001242412;NM_020731;NP_001229341;NP_065782,ENSG00000286169
chr5,972095,972939,845,*,9319,946004,971160,+,downstream,26091,935,Overlapping,TRIP13,NM_001166260;NM_004237;NP_001159732;NP_004228;XM_011514163;XP_011512465,ENSG00000071539
chr5,1063027,1063768,742,*,85409,1062168,1091925,+,inside,859,859,Overlapping,NKD2,NM_001271082;NM_033120;NP_001258011;NP_149111;XM_005248382;XM_005248383;XM_011514150;XM_017010000;XP_005248439;XP_005248440;XP_011512452;XP_016865489,ENSG00000145506;ENSG00000276920
chr5,1182649,1183187,539,*,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
chr5,1348963,1349741,779,*,7015,1306287,1348162,-,upstream,-801,801,Overlapping,TERT,NM_001193376;NM_198253;NM_198254;NM_198255;NP_001180305;NP_937983;NR_149162;NR_149163,ENSG00000164362
chr5,1368605,1369768,1164,*,81037,1371000,1398002,-,downstream,29397,1232,Overlapping,CLPTM1L,NM_030782;NP_110409;XM_011514144;XM_024446221;XM_024446222;XP_011512446;XP_024301989;XP_024301990;XR_002956182;XR_002956183,ENSG00000049656;ENSG00000274811
chr5,1567570,1568403,834,*,79888,1514542,1577076,-,inside,9506,8673,Overlapping,LPCAT1,NM_024830;NP_079106;XM_005248373;XM_011514132;XM_011514134;XM_017009879;XP_005248430;XP_011512434;XP_011512436;XP_016865368,ENSG00000153395;ENSG00000275079
chr5,1568920,1569904,985,*,79888,1514542,1577076,-,inside,8156,7172,Overlapping,LPCAT1,NM_024830;NP_079106;XM_005248373;XM_011514132;XM_011514134;XM_017009879;XP_005248430;XP_011512434;XP_011512436;XP_016865368,ENSG00000153395;ENSG00000275079
chr5,1590187,1590661,475,*,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
chr5,1601566,1602073,508,*,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
chr5,1608061,1609040,980,*,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
chr5,1618202,1618826,625,*,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
chr5,1823458,1824828,1371,*,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
chr5,1917846,1918780,935,*,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
chr5,1920454,1920977,524,*,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
chr5,2832484,2833023,540,*,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
chr5,2855111,2856633,1523,*,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
chr5,3180460,3180990,531,*,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
chr5,3978347,3979744,1398,*,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
chr5,4081301,4082773,1473,*,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
chr5,4132757,4133662,906,*,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
chr5,4259025,4259749,725,*,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
chr5,5188907,5189698,792,*,170690,5193443,5373412,+,upstream,-4536,3745,Overlapping,ADAMTS16,NM_139056;NP_620687;NR_136935;XR_001742032,ENSG00000145536
chr5,5388156,5389477,1322,*,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
chr5,5686607,5687043,437,*,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
chr5,6056071,6056932,862,*,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
chr5,6144025,6144591,567,*,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
chr5,6548518,6549731,1214,*,134111,6501970,6545705,+,downstream,46548,2813,Overlapping,UBE2QL1,NM_001145161;NP_001138633;XM_024454361;XP_024310129,ENSG00000215218
chr5,6562661,6563336,676,*,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
chr5,6759063,6759499,437,*,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
chr5,9889355,9890264,910,*,285692,9694428,9956936,-,inside,67581,66672,Overlapping,LINC02112,NR_027112,ENSG00000249781
chr5,9908045,9908678,634,*,285692,9694428,9956936,-,inside,48891,48258,Overlapping,LINC02112,NR_027112,ENSG00000249781
chr5,10341679,10342444,766,*,134147,10330707,10361168,-,inside,19489,10972,Overlapping,CMBL,NM_138809;NP_620164,ENSG00000164237
chr5,10510805,10511455,651,*,83853,10495009,10518138,+,inside,15796,6683,Overlapping,ROPN1L,NM_001201466;NM_031916;NP_001188395;NP_114122;XM_006714504;XM_017009946;XM_017009947;XP_006714567;XP_016865435;XP_016865436,ENSG00000145491
chr5,10512960,10514069,1110,*,83853,10495009,10518138,+,inside,17951,4069,Overlapping,ROPN1L,NM_001201466;NM_031916;NP_001188395;NP_114122;XM_006714504;XM_017009946;XM_017009947;XP_006714567;XP_016865435;XP_016865436,ENSG00000145491
chr5,10766062,10766665,604,*,1611,10732342,10814387,-,inside,48325,33720,Overlapping,DAP,NM_001291963;NM_004394;NP_001278892;NP_004385,ENSG00000112977
chr5,11655107,11655754,648,*,1501,11024952,11957110,-,inside,302003,301356,Overlapping,CTNND2,NM_001288715;NM_001288716;NM_001288717;NM_001332;NM_001364128;NP_001275644;NP_001275645;NP_001275646;NP_001323;NP_001351057;NR_109988;XM_005248251;XM_005248252;XM_005248253;XM_011513967;XM_017009072;XM_017009073;XM_017009074;XM_017009075;XM_017009076;XM_024454368;XP_005248308;XP_005248309;XP_005248310;XP_011512269;XP_016864561;XP_016864562;XP_016864563;XP_016864564;XP_016864565;XP_024310136,ENSG00000169862
chr5,11777679,11778551,873,*,1501,11024952,11957110,-,inside,179431,178559,Overlapping,CTNND2,NM_001288715;NM_001288716;NM_001288717;NM_001332;NM_001364128;NP_001275644;NP_001275645;NP_001275646;NP_001323;NP_001351057;NR_109988;XM_005248251;XM_005248252;XM_005248253;XM_011513967;XM_017009072;XM_017009073;XM_017009074;XM_017009075;XM_017009076;XM_024454368;XP_005248308;XP_005248309;XP_005248310;XP_011512269;XP_016864561;XP_016864562;XP_016864563;XP_016864564;XP_016864565;XP_024310136,ENSG00000169862
chr5,11815307,11816165,859,*,1501,11024952,11957110,-,inside,141803,140945,Overlapping,CTNND2,NM_001288715;NM_001288716;NM_001288717;NM_001332;NM_001364128;NP_001275644;NP_001275645;NP_001275646;NP_001323;NP_001351057;NR_109988;XM_005248251;XM_005248252;XM_005248253;XM_011513967;XM_017009072;XM_017009073;XM_017009074;XM_017009075;XM_017009076;XM_024454368;XP_005248308;XP_005248309;XP_005248310;XP_011512269;XP_016864561;XP_016864562;XP_016864563;XP_016864564;XP_016864565;XP_024310136,ENSG00000169862
chr5,12162222,12163120,899,*,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
chr5,12894053,12894605,553,*,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
chr5,13783760,13784991,1232,*,1767,13743437,13997589,-,inside,213829,40323,Overlapping,DNAH5,NM_001369;NP_001360;XM_005248262;XM_017009177;XM_017009178;XM_017009179;XM_017009180;XM_017009181;XM_017009182;XM_017009183;XM_017009184;XM_017009185;XM_017009186;XM_017009187;XM_017009188;XM_024454388;XM_024454389;XP_005248319;XP_016864666;XP_016864667;XP_016864668;XP_016864669;XP_016864670;XP_016864671;XP_016864672;XP_016864673;XP_016864674;XP_016864675;XP_016864676;XP_016864677;XP_024310156;XP_024310157;XR_001742034;XR_001742035,ENSG00000039139
chr5,14309672,14310582,911,*,7204,14196829,14562458,+,inside,112843,112843,Overlapping,TRIO,NM_007118;NP_009049;NR_134469;XM_011514107;XM_011514108;XM_011514109;XM_011514110;XM_017009801;XM_017009802;XM_017009803;XP_011512409;XP_011512410;XP_011512411;XP_011512412;XP_016865290;XP_016865291;XP_016865292;XR_001742236,ENSG00000038382
chr5,14321133,14321931,799,*,7204,14196829,14562458,+,inside,124304,124304,Overlapping,TRIO,NM_007118;NP_009049;NR_134469;XM_011514107;XM_011514108;XM_011514109;XM_011514110;XM_017009801;XM_017009802;XM_017009803;XP_011512409;XP_011512410;XP_011512411;XP_011512412;XP_016865290;XP_016865291;XP_016865292;XR_001742236,ENSG00000038382
chr5,14581789,14582843,1055,*,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
chr5,14622976,14624075,1100,*,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
chr5,14644050,14644603,554,*,54491,14634932,14664205,+,inside,9118,9118,Overlapping,OTULINL,NM_019018;NP_061891;XM_011514056;XP_011512358;XR_925623,ENSG00000145569
chr5,14916946,14918008,1063,*,56172,14757909,14924887,-,inside,7941,6879,Overlapping,ANKH,NM_054027;NP_473368;XM_011514067;XM_017009644;XP_011512369;XP_016865133,ENSG00000154122
chr5,15012244,15013058,815,*,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
chr5,15061562,15062180,619,*,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
chr5,15084041,15084914,874,*,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
chr5,16561895,16562711,817,*,54463,16526147,16670118,-,inside,108223,35748,Overlapping,RETREG1,NM_001034850;NM_019000;NP_001030022;NP_061873;XM_011514053;XM_011514054;XM_011514055;XM_024446117;XM_024446118;XP_011512355;XP_011512356;XP_011512357;XP_024301885;XP_024301886,ENSG00000154153
chr5,16641346,16642277,932,*,54463,16526147,16670118,-,inside,28772,27841,Overlapping,RETREG1,NM_001034850;NM_019000;NP_001030022;NP_061873;XM_011514053;XM_011514054;XM_011514055;XM_024446117;XM_024446118;XP_011512355;XP_011512356;XP_011512357;XP_024301885;XP_024301886,ENSG00000154153
chr5,16797503,16798164,662,*,4651,16715016,16989385,-,inside,191882,82487,Overlapping,MYO10,NM_012334;NP_036466;XM_005248306;XM_005248307;XM_006714475;XM_011514046;XP_005248363;XP_005248364;XP_006714538;XP_011512348,ENSG00000145555
chr5,16840185,16840957,773,*,4651,16715016,16989385,-,inside,149200,125169,Overlapping,MYO10,NM_012334;NP_036466;XM_005248306;XM_005248307;XM_006714475;XM_011514046;XP_005248363;XP_005248364;XP_006714538;XP_011512348,ENSG00000145555
chr5,17266016,17266788,773,*,10409,17270750,17329943,+,upstream,-4734,3962,Overlapping,BASP1,NM_001271606;NM_006317;NP_001258535;NP_006308,ENSG00000176788
chr5,17268753,17269776,1024,*,10409,17270750,17329943,+,upstream,-1997,974,Overlapping,BASP1,NM_001271606;NM_006317;NP_001258535;NP_006308,ENSG00000176788
chr5,17358028,17359962,1935,*,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
chr5,17369715,17370785,1071,*,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
chr5,17987114,17988234,1121,*,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
chr5,19084305,19085405,1101,*,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
chr5,19343416,19344074,659,*,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
chr5,19524459,19525148,690,*,1016,19508912,20611739,-,inside,1087280,15547,Overlapping,CDH18,NM_001167667;NM_001291956;NM_001291957;NM_001349556;NM_001349558;NM_001349559;NM_001349560;NM_001349561;NM_001349562;NM_001349563;NM_004934;NP_001161139;NP_001278885;NP_001278886;NP_001336485;NP_001336487;NP_001336488;NP_001336489;NP_001336490;NP_001336491;NP_001336492;NP_004925;XM_005248228;XM_006714435;XM_011513928;XM_011513929;XM_011513930;XM_017008924;XM_017008926;XM_017008927;XM_017008928;XM_017008929;XM_017008930;XP_005248285;XP_006714498;XP_011512230;XP_011512231;XP_011512232;XP_016864413;XP_016864415;XP_016864416;XP_016864417;XP_016864418;XP_016864419,ENSG00000145526
chr5,19770148,19771503,1356,*,1016,19508912,20611739,-,inside,841591,261236,Overlapping,CDH18,NM_001167667;NM_001291956;NM_001291957;NM_001349556;NM_001349558;NM_001349559;NM_001349560;NM_001349561;NM_001349562;NM_001349563;NM_004934;NP_001161139;NP_001278885;NP_001278886;NP_001336485;NP_001336487;NP_001336488;NP_001336489;NP_001336490;NP_001336491;NP_001336492;NP_004925;XM_005248228;XM_006714435;XM_011513928;XM_011513929;XM_011513930;XM_017008924;XM_017008926;XM_017008927;XM_017008928;XM_017008929;XM_017008930;XP_005248285;XP_006714498;XP_011512230;XP_011512231;XP_011512232;XP_016864413;XP_016864415;XP_016864416;XP_016864417;XP_016864418;XP_016864419,ENSG00000145526
chr5,19920617,19921742,1126,*,1016,19508912,20611739,-,inside,691122,411705,Overlapping,CDH18,NM_001167667;NM_001291956;NM_001291957;NM_001349556;NM_001349558;NM_001349559;NM_001349560;NM_001349561;NM_001349562;NM_001349563;NM_004934;NP_001161139;NP_001278885;NP_001278886;NP_001336485;NP_001336487;NP_001336488;NP_001336489;NP_001336490;NP_001336491;NP_001336492;NP_004925;XM_005248228;XM_006714435;XM_011513928;XM_011513929;XM_011513930;XM_017008924;XM_017008926;XM_017008927;XM_017008928;XM_017008929;XM_017008930;XP_005248285;XP_006714498;XP_011512230;XP_011512231;XP_011512232;XP_016864413;XP_016864415;XP_016864416;XP_016864417;XP_016864418;XP_016864419,ENSG00000145526
chr5,19926853,19927999,1147,*,1016,19508912,20611739,-,inside,684886,417941,Overlapping,CDH18,NM_001167667;NM_001291956;NM_001291957;NM_001349556;NM_001349558;NM_001349559;NM_001349560;NM_001349561;NM_001349562;NM_001349563;NM_004934;NP_001161139;NP_001278885;NP_001278886;NP_001336485;NP_001336487;NP_001336488;NP_001336489;NP_001336490;NP_001336491;NP_001336492;NP_004925;XM_005248228;XM_006714435;XM_011513928;XM_011513929;XM_011513930;XM_017008924;XM_017008926;XM_017008927;XM_017008928;XM_017008929;XM_017008930;XP_005248285;XP_006714498;XP_011512230;XP_011512231;XP_011512232;XP_016864413;XP_016864415;XP_016864416;XP_016864417;XP_016864418;XP_016864419,ENSG00000145526
chr5,20122967,20123935,969,*,1016,19508912,20611739,-,inside,488772,487804,Overlapping,CDH18,NM_001167667;NM_001291956;NM_001291957;NM_001349556;NM_001349558;NM_001349559;NM_001349560;NM_001349561;NM_001349562;NM_001349563;NM_004934;NP_001161139;NP_001278885;NP_001278886;NP_001336485;NP_001336487;NP_001336488;NP_001336489;NP_001336490;NP_001336491;NP_001336492;NP_004925;XM_005248228;XM_006714435;XM_011513928;XM_011513929;XM_011513930;XM_017008924;XM_017008926;XM_017008927;XM_017008928;XM_017008929;XM_017008930;XP_005248285;XP_006714498;XP_011512230;XP_011512231;XP_011512232;XP_016864413;XP_016864415;XP_016864416;XP_016864417;XP_016864418;XP_016864419,ENSG00000145526
chr5,21234899,21235444,546,*,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
chr5,21526846,21527559,714,*,728411,21495391,21622674,+,inside,31455,31455,Overlapping,GUSBP1,NM_207331;NR_003656;NR_027026;NR_027027;NR_027028,ENSG00000183666
chr5,22105765,22106891,1127,*,1010,21786911,22889488,-,inside,783723,318854,Overlapping,CDH12,NM_001317227;NM_001317228;NM_001364104;NM_001364105;NM_001364106;NM_001364107;NM_001364108;NM_001364109;NM_004061;NP_001304156;NP_001304157;NP_001351033;NP_001351034;NP_001351035;NP_001351036;NP_001351037;NP_001351038;NP_004052;XM_011513927;XM_017008920;XM_017008921;XP_011512229;XP_016864409;XP_016864410,ENSG00000154162
chr5,24771044,24771766,723,*,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
chr5,26883010,26883735,726,*,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
chr5,28540843,28541518,676,*,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
chr5,29941530,29942732,1203,*,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
chr5,32026317,32027038,722,*,23037,31675274,32146795,+,inside,351043,119757,Overlapping,PDZD2,NM_015022;NM_178140;NP_835260;XM_005248269;XM_005248271;XM_005248272;XM_006714460;XM_011513992;XM_011513993;XM_011513994;XM_011513995;XM_011513996;XM_017009245;XM_017009246;XP_005248326;XP_005248328;XP_005248329;XP_006714523;XP_011512294;XP_011512295;XP_011512296;XP_011512297;XP_011512298;XP_016864734;XP_016864735,ENSG00000133401
chr5,32180035,32181225,1191,*,64083,32160581,32210182,-,inside,30147,19454,Overlapping,GOLPH3,NM_022130;NP_071413;XM_017009686;XP_016865175,ENSG00000113384
chr5,32285256,32286072,817,*,54545,32262868,32348871,-,inside,63615,22388,Overlapping,MTMR12,NM_001040446;NM_001294343;NM_001294344;NM_019061;NP_001035536;NP_001281272;NP_001281273;XM_005248313;XM_011514057;XM_011514058;XM_011514059;XM_011514060;XM_017009589;XM_017009590;XM_017009591;XM_017009594;XM_017009596;XP_005248370;XP_011512359;XP_011512360;XP_011512361;XP_011512362;XP_016865078;XP_016865079;XP_016865080;XP_016865083;XP_016865085,ENSG00000150712
chr5,32366290,32367895,1606,*,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
chr5,32749762,32750353,592,*,4883,32746517,32823011,+,inside,3245,3245,Overlapping,NPR3,NM_000908;NM_001204375;NM_001204376;NM_001363652;NM_001364458;NM_001364460;NM_024563;NP_000899;NP_001191304;NP_001191305;NP_001350581;NP_001351387;NP_001351389;XM_005248309;XM_011514047;XM_011514048;XM_011514049;XM_011514050;XM_017009492;XP_005248366;XP_011512349;XP_011512350;XP_011512351;XP_011512352;XP_016864981,ENSG00000113389
chr5,33585697,33586422,726,*,81792,33563044,33927881,-,inside,342184,22653,Overlapping,ADAMTS12,NM_001324511;NM_001324512;NM_030955;NP_001311440;NP_001311441;NP_112217;XM_017009905;XM_017009906;XM_017009907;XM_017009908;XM_017009909;XP_016865394;XP_016865395;XP_016865396;XP_016865397;XP_016865398,ENSG00000151388;ENSG00000281690
chr5,33649896,33650531,636,*,81792,33563044,33927881,-,inside,277985,86852,Overlapping,ADAMTS12,NM_001324511;NM_001324512;NM_030955;NP_001311440;NP_001311441;NP_112217;XM_017009905;XM_017009906;XM_017009907;XM_017009908;XM_017009909;XP_016865394;XP_016865395;XP_016865396;XP_016865397;XP_016865398,ENSG00000151388;ENSG00000281690
chr5,33925853,33926895,1043,*,81792,33563044,33927881,-,inside,2028,986,Overlapping,ADAMTS12,NM_001324511;NM_001324512;NM_030955;NP_001311440;NP_001311441;NP_112217;XM_017009905;XM_017009906;XM_017009907;XM_017009908;XM_017009909;XP_016865394;XP_016865395;XP_016865396;XP_016865397;XP_016865398,ENSG00000151388;ENSG00000281690
chr5,34218387,34219174,788,*,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
chr5,34546646,34547588,943,*,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
chr5,34621149,34622254,1106,*,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
chr5,34687478,34688021,544,*,26064,34692275,34868474,+,upstream,-4797,4254,Overlapping,RAI14,NM_001145520;NM_001145521;NM_001145522;NM_001145523;NM_001145525;NM_015577;NP_001138992;NP_001138993;NP_001138994;NP_001138995;NP_001138997;NP_056392;XM_006714469;XM_011514016;XM_011514017;XM_011514018;XM_011514019;XM_011514020;XM_011514021;XM_011514022;XM_011514023;XM_011514024;XM_011514025;XM_017009334;XM_017009335;XM_017009336;XM_024446017;XP_006714532;XP_011512318;XP_011512319;XP_011512320;XP_011512321;XP_011512322;XP_011512323;XP_011512324;XP_011512325;XP_011512326;XP_011512327;XP_016864823;XP_016864824;XP_016864825;XP_024301785,ENSG00000039560
chr5,34878232,34879000,769,*,153657,34875026,34935321,+,inside,3206,3206,Overlapping,TTC23L,NM_001317949;NM_144725;NP_001304878;NP_653326;XM_011513984;XM_011513985;XM_011513987;XM_017009119;XM_017009120;XM_017009121;XM_017009122;XM_017009123;XM_017009124;XM_017009125;XM_017009126;XM_024454382;XP_011512286;XP_011512287;XP_011512289;XP_016864608;XP_016864609;XP_016864610;XP_016864611;XP_016864612;XP_016864613;XP_016864614;XP_016864615;XP_024310150;XR_925592,ENSG00000205838
chr5,35223326,35224702,1377,*,5618,35084618,35266334,-,inside,43008,41632,Overlapping,PRLR,NM_000949;NM_001204314;NM_001204315;NM_001204316;NM_001204317;NM_001204318;NP_000940;NP_001191243;NP_001191244;NP_001191245;NP_001191246;NP_001191247;NR_037910;XM_006714484;XM_011514068;XM_011514069;XM_017009645;XM_024446131;XM_024446132;XP_006714547;XP_011512370;XP_011512371;XP_016865134;XP_024301899;XP_024301900,ENSG00000113494
chr5,35249516,35250420,905,*,5618,35084618,35266334,-,inside,16818,15914,Overlapping,PRLR,NM_000949;NM_001204314;NM_001204315;NM_001204316;NM_001204317;NM_001204318;NP_000940;NP_001191243;NP_001191244;NP_001191245;NP_001191246;NP_001191247;NR_037910;XM_006714484;XM_011514068;XM_011514069;XM_017009645;XM_024446131;XM_024446132;XP_006714547;XP_011512370;XP_011512371;XP_016865134;XP_024301899;XP_024301900,ENSG00000113494
chr5,35342125,35343324,1200,*,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
chr5,36076388,36077629,1242,*,133688,35988967,36085279,-,inside,8891,7650,Overlapping,UGT3A1,NM_001171873;NM_152404;NP_001165344;NP_689617;XM_005248243;XM_011513957;XM_011513958;XM_011513959;XP_005248300;XP_011512259;XP_011512260;XP_011512261;XR_001741997;XR_001741998,ENSG00000145626
chr5,36076388,36077629,1242,*,167127,36070881,36102741,-,inside,26353,5507,Overlapping,UGT3A2,NM_001168316;NM_174914;NP_001161788;NP_777574;NR_031764;XM_011513988;XM_017009150;XP_011512290;XP_016864639,ENSG00000168671
chr5,36703510,36704356,847,*,6507,36642214,36724193,+,inside,61296,19837,Overlapping,SLC1A3,NM_001166695;NM_001166696;NM_001289939;NM_001289940;NM_004172;NP_001160167;NP_001160168;NP_001276868;NP_001276869;NP_004163;XM_005248342;XM_011514084;XM_024446181;XM_024446182;XP_005248399;XP_011512386;XP_024301949;XP_024301950,ENSG00000079215
chr5,36767726,36768624,899,*,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
chr5,37697230,37698609,1380,*,55100,37415169,37788531,+,inside,282061,89922,Overlapping,WDR70,NM_001345998;NM_001345999;NM_018034;NP_001332927;NP_001332928;NP_060504;XM_011514061;XP_011512363,ENSG00000082068
chr5,37791449,37792669,1221,*,55100,37415169,37788531,+,downstream,376280,2918,Overlapping,WDR70,NM_001345998;NM_001345999;NM_018034;NP_001332927;NP_001332928;NP_060504;XM_011514061;XP_011512363,ENSG00000082068
chr5,37837253,37837886,634,*,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
chr5,38852037,38852464,428,*,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
chr5,38866360,38867585,1226,*,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
chr5,39752078,39753005,928,*,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
chr5,39790943,39791741,799,*,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
chr5,39872275,39872955,681,*,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
chr5,40810535,40811928,1394,*,5562,40795238,40834054,-,inside,23519,15297,Overlapping,PRKAA1,NM_001355028;NM_001355029;NM_001355034;NM_001355035;NM_001355036;NM_001355037;NM_006251;NM_206907;NP_001341957;NP_001341958;NP_001341963;NP_001341964;NP_001341965;NP_001341966;NP_006242;NP_996790;XM_017009624;XM_017009625;XP_016865113;XP_016865114,ENSG00000132356
chr5,41045064,41045546,483,*,133558,41033879,41107201,-,inside,62137,11185,Overlapping,MROH2B,NM_173489;NP_775760;XM_011513952;XM_011513953;XP_011512254;XP_011512255,ENSG00000171495
chr5,41468261,41469183,923,*,345557,41342805,41546487,-,inside,78226,77304,Overlapping,PLCXD3,NM_001005473;NP_001005473;XM_017009436;XM_017009437;XM_017009438;XP_016864925;XP_016864926;XP_016864927,ENSG00000182836
